"","hh_id","g2","g3","g_4","g_5","g_6","g_7","g_8","g_9","interview__key","cs_aggr_tier","elc_aggr_tier","locality"
"11629",10019518861001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11630",10019518861001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11631",10019518861002,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11632",10019518861002,"Flashlights","Yes",2,150,12,3,"Regular source of lighting",6,"93-42-79-55","Tier 2","Tier 0",0
"11633",10019518861002,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11634",10019518861002," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11635",10019518861002,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11636",10019518861003,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"11637",10019518861003,"Flashlights","Yes",1,200,12,5,"Regular source of lighting",12,"44-53-40-47","Tier 0","Tier 0",0
"11638",10019518861003,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"11639",10019518861003," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"11640",10019518861003,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 0",0
"11641",10019518861201,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11642",10019518861201,"Flashlights","Yes",2,100,12,2,"Back-up source of lighting",4,"83-94-73-73","Tier 0","Tier 2",0
"11643",10019518861201,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11644",10019518861201," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11645",10019518861201,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11646",10019518861202,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"11647",10019518861202,"Flashlights","Yes",2,200,12,3,"Back-up source of lighting",16,"81-43-82-46","Tier 0","Tier 3",0
"11648",10019518861202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"11649",10019518861202," Radio","Yes",1,550,12,5,"No light available",8,"81-43-82-46","Tier 0","Tier 3",0
"11650",10019518861202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 3",0
"11651",10019518861301,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"11652",10019518861301,"Flashlights","Yes",2,100,12,1,"Back-up source of lighting",4,"64-95-58-90","Tier 1","Tier 3",0
"11653",10019518861301,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"11654",10019518861301," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"11655",10019518861301,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 3",0
"11656",10019518861401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11657",10019518861401,"Flashlights","Yes",2,200,12,3,"Back-up source of lighting",24,"23-98-01-00","Tier 0","Tier 2",0
"11658",10019518861401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11659",10019518861401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11660",10019518861401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 0","Tier 2",0
"11661",10022504100103,"Lanterns","Yes",4,200,12,10,"Regular source of lighting",24,"00-85-78-53","Tier 1","Tier 0",0
"11662",10022504100103,"Flashlights","Yes",5,300,12,5,"Back-up source of lighting",24,"00-85-78-53","Tier 1","Tier 0",0
"11663",10022504100103,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11664",10022504100103," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11665",10022504100103,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11666",10022504100104,"Lanterns","Yes",3,600,12,13,"Regular source of lighting",18,"81-22-96-70","Tier 1","Tier 0",0
"11667",10022504100104,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11668",10022504100104,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11669",10022504100104," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11670",10022504100104,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11671",10022504100602,"Lanterns","Yes",1,200,12,10,"Regular source of lighting",12,"19-50-31-73","Tier 1","Tier 0",0
"11672",10022504100602,"Flashlights","Yes",2,250,12,3,"Back-up source of lighting",120,"19-50-31-73","Tier 1","Tier 0",0
"11673",10022504100602,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11674",10022504100602," Radio","Yes",1,2000,12,5,"No light available",250,"19-50-31-73","Tier 1","Tier 0",0
"11675",10022504100602,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11676",10022504100603,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11677",10022504100603,"Flashlights","Yes",2,350,12,6,"Regular source of lighting",8,"86-66-46-22","Tier 1","Tier 0",0
"11678",10022504100603,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11679",10022504100603," Radio","Yes",1,2000,12,5,"No light available",6,"86-66-46-22","Tier 1","Tier 0",0
"11680",10022504100603,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11681",10022504100701,"Lanterns","Yes",3,600,12,13,"Regular source of lighting",18,"36-06-60-21","Tier 1","Tier 0",0
"11682",10022504100701,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11683",10022504100701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11684",10022504100701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11685",10022504100701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11686",10022504100702,"Lanterns","Yes",2,300,12,10,"Regular source of lighting",12,"52-58-16-36","Tier 1","Tier 0",0
"11687",10022504100702,"Flashlights","Yes",3,300,12,3,"Back-up source of lighting",18,"52-58-16-36","Tier 1","Tier 0",0
"11688",10022504100702,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11689",10022504100702," Radio","Yes",1,1500,12,5,"No light available",6,"52-58-16-36","Tier 1","Tier 0",0
"11690",10022504100702,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11691",10022504100704,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11692",10022504100704,"Flashlights","Yes",2,200,12,6,"Regular source of lighting",2,"75-78-96-63","Tier 1","Tier 0",0
"11693",10022504100704,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11694",10022504100704," Radio","Yes",1,500,12,8,"No light available",3,"75-78-96-63","Tier 1","Tier 0",0
"11695",10022504100704,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11696",10022504100706,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11697",10022504100706,"Flashlights","Yes",3,250,12,10,"Regular source of lighting",36,"81-62-69-16","Tier 2","Tier 0",0
"11698",10022504100706,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11699",10022504100706," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11700",10022504100706,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11701",10022504101101,"Lanterns","Yes",2,300,12,13,"Regular source of lighting",8,"58-06-68-58","Tier 1","Tier 0",0
"11702",10022504101101,"Flashlights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11703",10022504101101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11704",10022504101101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11705",10022504101101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11706",10022504101401,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11707",10022504101401,"Flashlights","Yes",2,300,12,12,"Regular source of lighting",6,"07-40-79-50","Tier 2","Tier 0",0
"11708",10022504101401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11709",10022504101401," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11710",10022504101401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11711",10022504102001,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11712",10022504102001,"Flashlights","Yes",2,100,12,10,"Regular source of lighting",4,"36-89-20-61","Tier 3","Tier 0",0
"11713",10022504102001,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11714",10022504102001," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11715",10022504102001,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11716",10022504102104,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11717",10022504102104,"Flashlights","Yes",3,250,12,10,"Regular source of lighting",36,"61-65-53-33","Tier 2","Tier 0",0
"11718",10022504102104,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11719",10022504102104," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11720",10022504102104,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11721",10022504104003,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11722",10022504104003,"Flashlights","Yes",3,200,12,10,"Regular source of lighting",36,"43-68-92-40","Tier 2","Tier 0",0
"11723",10022504104003,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11724",10022504104003," Radio","Yes",3,750,12,5,"No light available",30,"43-68-92-40","Tier 2","Tier 0",0
"11725",10022504104003,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 2","Tier 0",0
"11726",10022504104005,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11727",10022504104005,"Flashlights","Yes",4,300,12,6,"Regular source of lighting",280,"97-52-53-75","Tier 1","Tier 0",0
"11728",10022504104005,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11729",10022504104005," Radio","Yes",1,1500,12,6,"No light available",10,"97-52-53-75","Tier 1","Tier 0",0
"11730",10022504104005,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11731",10022506700202,"Lanterns","Yes",1,150,12,11,"Regular source of lighting",8,"25-98-15-55","Tier 1","Tier 0",0
"11732",10022506700202,"Flashlights","Yes",3,300,12,2,"Back-up source of lighting",18,"25-98-15-55","Tier 1","Tier 0",0
"11733",10022506700202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11734",10022506700202," Radio","Yes",1,1000,12,2,"No light available",8,"25-98-15-55","Tier 1","Tier 0",0
"11735",10022506700202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11736",10022506700203,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11737",10022506700203,"Flashlights","Yes",2,300,12,14,"Regular source of lighting",12,"73-36-16-64","Tier 1","Tier 0",0
"11738",10022506700203,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11739",10022506700203," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11740",10022506700203,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11741",10022506700401,"Lanterns","Yes",3,200,12,11,"Regular source of lighting",27,"43-02-46-89","Tier 1","Tier 0",0
"11742",10022506700401,"Flashlights","Yes",3,300,12,3,"Back-up source of lighting",27,"43-02-46-89","Tier 1","Tier 0",0
"11743",10022506700401,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11744",10022506700401," Radio","Yes",1,3000,12,4,"No light available",12,"43-02-46-89","Tier 1","Tier 0",0
"11745",10022506700401,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11746",10022506700403,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11747",10022506700403,"Flashlights","Yes",2,350,12,2,"Regular source of lighting",9,"74-57-34-25","Tier 1","Tier 0",0
"11748",10022506700403,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11749",10022506700403," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11750",10022506700403,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11751",10022506700404,"Lanterns","Yes",1,200,12,12,"Regular source of lighting",6,"66-74-37-95","Tier 1","Tier 0",0
"11752",10022506700404,"Flashlights","Yes",1,250,12,3,"Back-up source of lighting",4,"66-74-37-95","Tier 1","Tier 0",0
"11753",10022506700404,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11754",10022506700404," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11755",10022506700404,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11756",10022506700502,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11757",10022506700502,"Flashlights","Yes",3,120,12,6,"Regular source of lighting",12,"34-04-38-35","Tier 1","Tier 0",0
"11758",10022506700502,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11759",10022506700502," Radio","Yes",1,1500,12,9,"No light available",6,"34-04-38-35","Tier 1","Tier 0",0
"11760",10022506700502,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11761",10022506700504,"Lanterns","Yes",1,250,12,12,"Regular source of lighting",6,"93-99-43-06","Tier 1","Tier 0",0
"11762",10022506700504,"Flashlights","Yes",1,150,12,3,"Back-up source of lighting",4,"93-99-43-06","Tier 1","Tier 0",0
"11763",10022506700504,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11764",10022506700504," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11765",10022506700504,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11766",10022506700701,"Lanterns","Yes",3,600,12,12,"Regular source of lighting",18,"23-29-48-78","Tier 1","Tier 0",0
"11767",10022506700701,"Flashlights","Yes",3,450,12,2,"Back-up source of lighting",12,"23-29-48-78","Tier 1","Tier 0",0
"11768",10022506700701,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11769",10022506700701," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11770",10022506700701,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11771",10022506700801,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11772",10022506700801,"Flashlights","Yes",1,200,12,10,"Regular source of lighting",18,"27-87-42-74","Tier 1","Tier 0",0
"11773",10022506700801,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11774",10022506700801," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11775",10022506700801,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11776",10022506701101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11777",10022506701101,"Flashlights","Yes",1,200,12,10,"Regular source of lighting",15,"89-71-13-08","Tier 1","Tier 0",0
"11778",10022506701101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11779",10022506701101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11780",10022506701101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11781",10022506701203,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11782",10022506701203,"Flashlights","Yes",3,200,12,10,"Regular source of lighting",36,"05-11-26-28","Tier 1","Tier 0",0
"11783",10022506701203,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11784",10022506701203," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11785",10022506701203,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11786",10022506702202,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11787",10022506702202,"Flashlights","Yes",2,200,12,3,"Back-up source of lighting",240,"59-57-42-46","Tier 1","Tier 2",0
"11788",10022506702202,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11789",10022506702202," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11790",10022506702202,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11791",10022506702204,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11792",10022506702204,"Flashlights","Yes",8,300,12,10,"Regular source of lighting",24,"20-59-60-17","Tier 3","Tier 0",0
"11793",10022506702204,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11794",10022506702204," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11795",10022506702204,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11796",10022506702305,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11797",10022506702305,"Flashlights","Yes",2,100,12,6,"Regular source of lighting",3,"41-62-21-88","Tier 1","Tier 0",0
"11798",10022506702305,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11799",10022506702305," Radio","Yes",1,2000,12,6,"No light available",8,"41-62-21-88","Tier 1","Tier 0",0
"11800",10022506702305,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11801",10023506300101,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11802",10023506300101,"Flashlights","Yes",2,170,12,5,"Regular source of lighting",8,"63-79-13-86","Tier 1","Tier 0",0
"11803",10023506300101,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11804",10023506300101," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11805",10023506300101,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11806",10023506300206,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11807",10023506300206,"Flashlights","Yes",2,200,12,12,"Regular source of lighting",3,"24-25-38-33","Tier 3","Tier 0",0
"11808",10023506300206,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11809",10023506300206," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11810",10023506300206,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 3","Tier 0",0
"11811",10023506300501,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11812",10023506300501,"Flashlights","Yes",2,6,12,6,"Back-up source of lighting",10,"85-81-51-12","Tier 1","Tier 2",0
"11813",10023506300501,"Task lights","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11814",10023506300501," Radio","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11815",10023506300501,"Other, specify","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 2",0
"11816",10023506300702,"Lanterns","No",NA,NA,NA,NA,NA,NA,"","Tier 1","Tier 0",0
"11817",10023506300702,"Flashlights","Yes",2,250,12,5,"Regular source of lighting",6,"98-20-88-47","Tier 1","Tier 0",0
